Type,League,Class,Name,March,April,May,June,July,August,S13 August,S13 September,S13 October,End of Season,Post Season 13
Unique,HC,,Rusthandle,0,0,0,0,,0,0,2,2,2,2
Unique,HC,,Sandstorm Trek,5,4,5,5,5,5,5,5,7,7,7
Unique,HC,,Saracen's Chance,7,7,8,8,8,8,8,8,8,8,8
Unique,HC,,Schaefer's Hammer,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Seraph's Hymn,6,6,5,5,5,5,5,5,5,5,5
Unique,HC,,Serpent Lord,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Shadow Dancer,1,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Shadow Killer,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Shadowfang,0,0,0,0,,0,0,0,1,1,1
Unique,HC,,Shaftstop,4,6,6,6,6,6,7,7,7,7,7
Unique,HC,,Silks of the Victor,2,2,0,0,,0,0,0,0,0,0
Unique,HC,,Silkweave,29,35,36,35,35,35,36,36,37,37,37
Unique,HC,,Skewer of Krintiz,1,2,1,2,1,1,1,1,1,1,1
Unique,HC,,Skin of the Flayed One,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,Skin of the Vipermagi,60,64,70,73,73,74,70,77,78,78,76
Unique,HC,,Skull Collector,2,2,2,2,1(+1),1(+1),1(+1),1(+1),1(+1),1(+1),1(+1)
Unique,HC,,Skull Splitter,1,0,0,0,,0,0,0,0,0,0
Unique,HC,,Skullder's Ire,5,5,5,5,6,6,6,6,7,7,7
Unique,HC,,Skystrike,0,0,0,0,,0,0,1,1,1,1
Unique,HC,,Snakecord,4,4,4,4,4,4,4,5,5,5,5
Unique,HC,,Snowclash,0,0,0,1,,0,0,1,1,1,1
Unique,HC,,Soul Drainer,1,2,3,3,3,3,4,4,3,3,3
Unique,HC,,Soul Harvest,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Soulfeast Tine,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Soulflay,0,0,0,0,2,2,2,2,2,2,2
Unique,HC,,Sparking Mail,0,0,0,0,,0,0,1,1,0,0
Unique,HC,,Spectral Shard,0,0,0,0,,0,0,1,2,2,3
Unique,HC,,Spellsteel,2,2,2,2,2,2,3,3,3,3,3
Unique,HC,,Spike Thorn,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Spineripper,1,1,1,1,1,1,1,2,2,2,1
Unique,HC,,Spire of Honor,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Spire of Lazarus,4,4,4,4,4,4,4,4,4,4,4
Unique,HC,,Spirit Forge,1,0,1,1,1,1,1,2,2,2,2
Unique,HC,,Spirit Keeper,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Spirit Ward,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Stealskull,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Steel Carapace,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Steel Pillar,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Steel Shade,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Steelclash,6,5,4,4,4,4,4,5,5,5,4
Unique,HC,,Steeldriver,0,0,0,0,,0,0,1,1,1,1
Unique,HC,,Steelgoad,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Steelrend,3,4,6,6,6,6,6,6,6,6,6
Unique,HC,,Stone Crusher,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Stone of Jordan,26,29,29,32,31,33,31,34,34,34,32
Unique,HC,,Stoneraven,0,0,0,0,,0,0,0,0,0,0(+1)
Unique,HC,,Stormchaser,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Stormeye,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,Stormguild,2,2,2,3,3,3,3,2,2,2,2
Unique,HC,,Stormlash,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Stormrider,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Stormshield,41,43,44,42,42,42,43,43,44,44,44
Unique,HC,,Stormspike,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Stormspire,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Stormstrike,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Stoutnail,3,2,2,2,2,2,3,3,3,3,3
Unique,HC,,String of Ears,58,62,67,66,69,70,68,72,74,74,75
Unique,HC,,Suicide Branch,1,2,2,2,2,2,2,2,2,2,2
Unique,HC,,Sureshrill Frost,0,0,0,0,,0,0,1,1,1,1
Unique,HC,,Swordback Hold,1,1,1,1,1,1,1,2,2,2,2
Unique,HC,,Swordguard,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Tarnhelm,10,10,12,11,11,11,11,11,10,10,11
Unique,HC,,Tearhaunch,14,16,14,17,19,18,17,20,19,19,18
Unique,HC,,Templar's Might,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Atlantean,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Battlebranch,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Cat's Eye,7,10,11,11,11,11,11,11,11,11,10
Unique,HC,,The Centurion,1,1,1,1,1,1,1,1,2,2,2
Unique,HC,,The Chieftain,1,1,1,2,1,1,1,1,1,1,1
Unique,HC,,The Cranium Basher,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Diggler,1,1,2,2,2,2,2,2,2,2,2
Unique,HC,,The Dragon Chang,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,The Eye of Etlich,6,5,7,8,7,7,7,8,7,7,8
Unique,HC,,The Face of Horror,3,3,3,3,3,3,5,3,3,3,3
Unique,HC,,The Fetid Sprinkler,0,0,0,0,,0,0,0,0,0,1
Unique,HC,,The Gavel Of Pain,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The General's Tan Do Li Ga,0,0,0,0,1,1,1,1,1,1,1
Unique,HC,,The Gladiator's Bane,1,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Gnasher,1,1,1,1,2,2,2,2,1,1,1
Unique,HC,,The Grandfather,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,The Grim Reaper,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Hand of Broc,4,4,5,4,4,4,4,4,4,4,4
Unique,HC,,The Impaler,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,The Iron Jang Bong,1,1,1,2,2,2,1,1,1,1,1
Unique,HC,,The Jade Tan Do,2,2,2,2,2,2,3,2,2,2,2
Unique,HC,,The Mahim-Oak Curio,3,4,4,4,6,6,6,7,7,7,7
Unique,HC,,The Meat Scraper,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Minotaur,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Oculus,13,13,15,15,17,17,18,18,17,17,17
Unique,HC,,The Patriarch,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Reaper's Toll,2,2,2,2,2,2,2,2,2,2,2
Unique,HC,,The Redeemer,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Rising Sun,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Salamander,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Scalper,1,1,0,0,,0,0,0,0,0,0
Unique,HC,,The Spirit Shroud,8,9,10,12,12,12,12,15,14,14,14
Unique,HC,,The Tannr Gorerod,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Vile Husk,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,The Ward,15,16,17,16,18,17,17,19,20,20,21
Unique,HC,,Thundergod's Vigor,17,24,24,24,26,25,25,26,26,26,27
Unique,HC,,Thunderstroke,0,4,3,4,4,4,4,4,4,4,5
Unique,HC,,Tiamat's Rebuke,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Titan's Revenge,12,15,15,15,15,15,15,15,16,16,15
Unique,HC,,Todesfaelle Flamme,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Tomb Reaver,1,1,1,2,2,2,2,2,2,2,2
Unique,HC,,Toothrow,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Torch of Iro,0,0,0,0,1,0,0,0,0,0,0
Unique,HC,,Treads of Cthon,5,6,7,6,7,7,6,7,7,7,8
Unique,HC,,Twitchthroe,5,6,6,6,6,6,6,7,6,6,5
Unique,HC,,Tyrael's Might,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Umbral Disk,2,2,2,2,2,2,2,2,2,2,3
Unique,HC,,Ume's Lament,0,1,0,1,1,1,1,1,0,0,1
Unique,HC,,Undead Crown,4,4,4,4,6,6,5,5,5,5,5
Unique,HC,,Valkyrie Wing,3,6,5,5,5,5,5,5,5,5,5
Unique,HC,,Vampire Gaze,5,6,6,6,6,6,6,6,6,6,6
Unique,HC,,Veil of Steel,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Venom Grip,3,3,2,2,2,3,3,3,4,4,3
Unique,HC,,Venom Ward,1,4,4,4,4,4,5,6,6,6,6
Unique,HC,,Verdungo's Hearty Cord,34,41,44,43,45,46,46,45,46,46,46
Unique,HC,,Viperfork,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Visceratuant,1,1,1,1,1,0,0,1,1,0,0
Unique,HC,,Wall of the Eyeless,4,3,4,3,3,3,3,4,4,4,5
Unique,HC,,War Traveler,32,35,34,38,38,38,40,39,39,39,39
Unique,HC,,Warlord's Trust,0,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Warpspear,2,2,6,6,5,5,5,5,5,5,5
Unique,HC,,Warshrike,4,5,5,5,5,5,5,5,5,5,5
Unique,HC,,Waterwalk,11,14,15,16,15,15,14,14,14,14,14
Unique,HC,,Widowmaker,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Windforce,1,1,1,0,1,1,1,1,1,1,1
Unique,HC,,Windhammer,0,0,1,2,2,2,2,2,3,3,3
Unique,HC,,Wisp Projector,16,16,16,16,17,17,17,17,17,17,17
Unique,HC,,Witchwild String,2,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Witherstring,1,1,1,1,1,1,1,1,1,0,1
Unique,HC,,Wizardspike,5,4,4,4,4,4,4,4,4,4,4
Unique,HC,,Wizendraw,0,0,0,0,,0,0,1,1,1,1
Unique,HC,,Woestave,0,0,0,0,,0,0,0,0,0,0
Unique,HC,,Wolfhowl,3,3,3,3,3,3,3,3,3,3,3
Unique,HC,,Wormskull,2,2,1,1,1,1,1,1,1,1,1
Unique,HC,,Wraith Flight,1,1,1,1,1,1,1,1,1,1,1
Unique,HC,,Zakarum's Hand,1,0,0,0,,0,0,0,0,0,0
Set,HC,,Angelic Sickle,5,5,5,7,7,8,6,6,6,6,6
Set,HC,,Angelic Mantle,7,7,9,10,11,12,13,13,13,13,13
Set,HC,,Angelic Halo,62,66,74,76,77,79,79,82,83,83,81
Set,HC,,Angelic Wings,36,39,43,46,46,46,48,47,49,49,48
Set,HC,,Arcanna's Sign,1,2,2,2,2,2,1,1,1,1,1
Set,HC,,Arcanna's Deathwand,0,0,0,0,,1,1,1,1,1,1
Set,HC,,Arcanna's Head,4,4,3,3,2,2,1,2,2,2,2
Set,HC,,Arcanna's Flesh,0,0,0,0,,0,0,1,0,0,0
Set,HC,,Arctic Furs,15,17,19,22,21,20,23,18,17,17,18
Set,HC,,Arctic Binding,35,29,34,35,32,33,33,31,33,33,34
Set,HC,,Arctic Mitts,2,2,3,3,3,3,4,5,4,4,4
Set,HC,,Arctic Horn,2,1,1,1,1,1,1,2,2,2,2
Set,HC,,Berserker's Headgear,14,14,13,14,15,15,15,12,13,13,12
Set,HC,,Berserker's Hauberk,7,7,6,6,7,7,7,7,8,8,8
Set,HC,,Berserker's Hatchet,16,16,15,18,18,18,19,19,19,19,19
Set,HC,,Cathan's Rule,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Cathan's Mesh,6,5,4,3,3,4,3,5,5,5,5
Set,HC,,Cathan's Visage,4,4,5,4,4,4,4,4,4,4,5
Set,HC,,Cathan's Sigil,3,3,5,3,3,3,4,3,3,3,3
Set,HC,,Cathan's Seal,19,19,22,22,22,22,24,28,28,28,25
Set,HC,,Civerb's Ward,2,1,1,1,1,1,1,1,1,1,1
Set,HC,,Civerb's Icon,2,3,4,5,5,4,4,4,4,4,4
Set,HC,,Civerb's Cudgel,9,9,9,9,9,9,9,9,9,9,9
Set,HC,,Cleglaw's Tooth,1,1,1,1,1,1,1,1,1,1,1
Set,HC,,Cleglaw's Claw,10,10,12,10,10,11,8,7,7,7,7
Set,HC,,Cleglaw's Pincers,10,11,8,8,8,9,8,9,10,10,10
Set,HC,,Death's Hand,10,10,10,11,11,11,12,11,11,11,10
Set,HC,,Death's Touch,0,0,0,0,,0,1,1,1,1,1
Set,HC,,Death's Guard,10,12,12,14,14,14,15,14,12,12,12
Set,HC,,Hsarus' Iron Heel,38,37,43,41,43,42,40,37,36,36,36
Set,HC,,Hsarus' Iron Fist,8,8,8,8,9,9,8,5,5,5,5
Set,HC,,Hsarus' Iron Stay,23,21,24,23,22,23,20,21,20,20,20
Set,HC,,Infernal Cranium,6,7,7,8,7,7,6,6,6,6,7
Set,HC,,Infernal Torch,2,2,1,1,1,1,1,1,1,1,1
Set,HC,,Infernal Sign,2,2,2,1,1,1,2,3,4,4,4
Set,HC,,Iratha's Collar,6,5,6,6,5,5,6,6,6,6,6
Set,HC,,Iratha's Cuff,6,5,5,7,6,6,7,7,7,7,7
Set,HC,,Iratha's Coil,8,6,7,10,10,10,10,10,10,10,11
Set,HC,,Iratha's Cord,8,6,6,7,6,6,7,7,7,7,7
Set,HC,,Isenhart's Lightbrand,2,2,2,3,2,2,2,4,3,3,3
Set,HC,,Isenhart's Parry,2,2,2,1,1,1,1,3,2,2,2
Set,HC,,Isenhart's Case,9,5,4,4,3,3,2,4,4,4,4
Set,HC,,Isenhart's Horns,3,2,2,1,1,1,1,2,2,2,1
Set,HC,,Milabrega's Orb,7,7,8,6,7,8,8,9,9,9,8
Set,HC,,Milabrega's Rod,0,0,0,0,,0,0,1,0,0,0
Set,HC,,Milabrega's Diadem,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Milabrega's Robe,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Sigon's Visor,14,17,22,23,22,22,24,23,23,23,24
Set,HC,,Sigon's Shelter,11,12,15,18,17,17,19,19,18,18,19
Set,HC,,Sigon's Gage,30,31,35,36,34,33,36,35,37,37,38
Set,HC,,Sigon's Sabot,32,35,37,41,39,38,41,40,47,47,45
Set,HC,,Sigon's Wrap,38,42,49,47,44,43,47,49,51,51,52
Set,HC,,Sigon's Guard,17,19,22,27,25,24,26,28,29,29,28
Set,HC,,Tancred's Spine,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Tancred's Crowbill,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Tancred's Hobnails,3,3,3,5,5,4,5,5,5,5,5
Set,HC,,Tancred's Weird,1,1,0,1,1,1,1,1,1,1,1
Set,HC,,Tancred's Skull,3,3,2,3,3,2,2,1,1,1,1
Set,HC,,Vidala's Barb,3,2,4,2,3,2,2,2,2,2,2
Set,HC,,Vidala's Fetlock,16,17,16,17,16,16,16,17,17,17,18
Set,HC,,Vidala's Ambush,4,3,3,3,3,3,3,4,4,4,4
Set,HC,,Vidala's Snare,9,9,10,9,9,9,9,11,10,10,12
Set,HC,,Bul-Kathos' Sacred Charge,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Bul-Kathos' Tribal Guardian,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Cow King's Horns,1,1,1,1,1,1,1,1,0,0,1
Set,HC,,Cow King's Hide,0,0,0,1,1,1,1,1,1,1,1
Set,HC,,Cow King's Hooves,3,3,3,3,3,3,3,3,3,3,3
Set,HC,,Dangoon's Teaching,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Taebaek's Glory,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Haemosu's Adamant,1,1,1,1,1,1,1,1,3,3,3
Set,HC,,Ondal's Almighty,1,1,1,1,1,1,1,1,1,1,1
Set,HC,,Hwanin's Splendor,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Hwanin's Refuge,1,1,1,1,1,1,1,1,1,1,1
Set,HC,,Hwanin's Blessing,1,1,1,1,1,1,1,1,1,1,1
Set,HC,,Hwanin's Justice,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Naj's Puzzler,8,8,8,8,8,8,9,9,9,9,9
Set,HC,,Naj's Light Plate,5,4,5,5,6,6,5,5,5,5,5
Set,HC,,Naj's Circlet,3,2,2,2,2,2,2,2,2,2,2
Set,HC,,Guillaume's Face,3,4,5,5,5,5,5,4,4,4,4
Set,HC,,Wilhelm's Pride,3,4,4,4,4,4,4,4,5,5,4
Set,HC,,Magnus' Skin,3,4,4,4,4,4,4,4,4,4,4
Set,HC,,Whitstan's Guard,4,5,5,5,5,5,5,5,5,5,5
Set,HC,,Sander's Paragon,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Sander's Riprap,29,28,34,34,35,36,36,41,39,39,38
Set,HC,,Sander's Taboo,14,13,11,13,13,13,13,17,17,17,17
Set,HC,,Sander's Superstition,2,2,1,1,1,1,1,0,0,0,0
Set,HC,,Sazabi's Cobalt Redeemer,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Sazabi's Ghost Liberator,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Sazabi's Mental Sheath,3,3,3,3,3,3,3,3,3,3,3
Set,HC,,Telling of Beads,2,3,4,5,3,3,4,6,6,6,7
Set,HC,,Laying of Hands,50,57,57,57,58,58,59,58,59,59,60
Set,HC,,Rite of Passage,2,3,3,3,3,4,3,3,3,3,3
Set,HC,,Dark Adherent,0,0,0,0,,0,0,0,0,0,0
Set,HC,,Credendum,9,10,11,11,11,11,11,12,13,13,13
Set,HC,,Aldur's Stony Gaze,0,0,0,0,,0,0,0,1,1,1
Set,HC,,Aldur's Deception,0,0,0,1,,0,0,0,0,0,0
Set,HC,,Aldur's Rhythm,3,3,3,3,3,3,3,3,4,4,4
Set,HC,,Aldur's Advance,57,59,62,62,65,66,66,67,69,69,69
Set,HC,,Griswold's Valor,0,1,1,1,1,1,1,1,1,1,2
Set,HC,,Griswold's Heart,0,1,1,1,1,1,1,1,2,2,3
Set,HC,,Griswold's Redemption,0,1,1,1,1,1,1,1,1,1,2
Set,HC,,Griswold's Honor,0,1,1,1,1,1,1,1,1,1,2
Set,HC,,Immortal King's Will,9,8,9,9,9,9,9,11,13,13,12
Set,HC,,Immortal King's Soul Cage,3,2,2,2,2,2,2,2,2,2,2
Set,HC,,Immortal King's Detail,19,18,18,19,20,20,20,21,21,21,21
Set,HC,,Immortal King's Forge,9,9,9,8,8,8,8,9,9,9,9
Set,HC,,Immortal King's Pillar,10,9,9,9,9,9,10,13,13,13,12
Set,HC,,Immortal King's Stone Crusher,3,2,2,2,2,2,2,2,2,2,2
Set,HC,,M'avina's True Sight,3,4,4,4,4,4,4,4,4,4,4
Set,HC,,M'avina's Embrace,3,4,4,4,4,4,4,4,4,4,4
Set,HC,,M'avina's Icy Clutch,4,4,4,4,4,4,4,4,4,4,4
Set,HC,,M'avina's Tenet,10,10,9,9,10,9,9,10,10,10,10
Set,HC,,M'avina's Caster,3,4,4,5,5,5,5,5,5,5,5
Set,HC,,Natalya's Totem,7,10,11,14,14,15,14,14,15,15,15
Set,HC,,Natalya's Mark,8,11,11,13,13,13,13,13,13,13,13
Set,HC,,Natalya's Shadow,10,13,13,15,15,15,15,15,15,15,15
Set,HC,,Natalya's Soul,48,54,57,58,57,57,57,59,58,58,59
Set,HC,,Tal Rasha's Fine-Spun Cloth,36,33,33,36,35,35,36,35,36,36,35
Set,HC,,Tal Rasha's Adjudication,25,27,28,31,30,30,31,30,30,30,30
Set,HC,,Tal Rasha's Lidless Eye,18,18,17,19,17,17,17,18,19,19,19
Set,HC,,Tal Rasha's Guardianship,30,27,27,29,28,28,29,29,30,30,30
Set,HC,,Tal Rasha's Horadric Crest,27,26,27,30,28,28,28,30,32,32,31
Set,HC,,Trang-Oul's Guise,10,11,12,12,12,12,12,12,11,11,11
Set,HC,,Trang-Oul's Scales,14,14,15,14,14,14,14,15,14,14,14
Set,HC,,Trang-Oul's Wing,9,10,11,11,11,11,11,11,10,10,10
Set,HC,,Trang-Oul's Claws,68,73,78,77,77,78,79,79,80,80,82
Set,HC,,Trang-Oul's Girth,12,14,15,13,13,13,13,14,13,13,13
Runeword,HC,,Ancients' Pledge,66,69,75,76,77,78,77,80,81,81,79
Runeword,HC,,Beast,2,2,2,2,2,2,3,3,3,3,3
Runeword,HC,,Black,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Bone,13,16,18,17,17,17,18,17,18,18,18
Runeword,HC,,Bramble,1,1,1,1,1,1,1,1,1,1,1
Runeword,HC,,Brand,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Breath of the Dying,10,12,13,14,14,14,14,14,13,13,13
Runeword,HC,,Bulwark,0,1,1,1,1,1,1,1,1,1,1
Runeword,HC,,Call To Arms,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Chains of Honor,8,13,14,14,14,14,14,13,12,12,13
Runeword,HC,,Chaos,1,1,1,2,2,2,2,2,2,2,2
Runeword,HC,,Crescent Moon,1,1,1,1,1,1,1,1,1,1,1
Runeword,HC,,Cure,0,0,0,0,,0,0,0,1,1,1
Runeword,HC,,Death,7,7,7,7,7,7,7,7,7,7,7
Runeword,HC,,Delirium,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Destruction,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Doom,1,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Dragon,3,4,3,2,2,2,3,3,2,2,2
Runeword,HC,,Dream,1,1,1,1,3,3,3,3,3,3,3
Runeword,HC,,Duress,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Edge,12,12,14,16,17,15,15,17,18,18,17
Runeword,HC,,Enigma,33,34,34,34,35,35,35,35,35,35,35
Runeword,HC,,Enlightenment,0,0,0,1,1,0,0,0,1,1,1
Runeword,HC,,Eternity,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Exile,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Faith,7,7,7,7,7,7,7,7,7,7,7
Runeword,HC,,Famine,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Flickering Flame,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Fortitude,36,41,44,44,45,45,45,45,44,44,44
Runeword,HC,,Fury,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Gloom,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Grief,13,15,13,12,12,12,12,13,13,13,13
Runeword,HC,,Ground,1,1,1,1,1,1,1,2,2,2,2
Runeword,HC,,Hand of Justice,1,2,2,1,1,1,1,1,1,1,1
Runeword,HC,,Harmony,9,11,11,11,11,11,11,11,11,11,12
Runeword,HC,,Heart of the Oak,66,71,72,78,79,78,80,81,81,81,82
Runeword,HC,,Hearth,1,1,1,1,1,1,1,1,1,1,1
Runeword,HC,,Holy Thunder,27,26,26,25,26,26,26,24,24,24,26
Runeword,HC,,Honor,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Hustle,7,7,6,6,6,6,6,6,6,6,6
Runeword,HC,,Ice,0,1,1,1,1,1,1,1,0,0,0
Runeword,HC,,Infinity,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Insight,3,3,4,4,4,4,4,5,5,5,5
Runeword,HC,,King's Grace,0,0,0,0,,0,1,1,1,1,1
Runeword,HC,,Kingslayer,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Last Wish,0,0,2,1,1,1,1,1,1,1,1
Runeword,HC,,Lawbringer,1,1,1,1,1,1,2,1,1,1,1
Runeword,HC,,Leaf,9,9,11,11,10,10,9,9,9,9,11
Runeword,HC,,Lionheart,3,2,2,5,5,5,5,4,5,5,5
Runeword,HC,,Lore,80,88,89,93,91,91,93,94,92,92,94
Runeword,HC,,Malice,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Melody,1,1,1,2,1,1,1,1,1,1,1
Runeword,HC,,Memory,15,17,18,20,20,20,20,21,21,21,21
Runeword,HC,,Metamorphosis,7,8,9,8,8,8,8,7,7,7,7
Runeword,HC,,Mist,0,0,0,0,1,0,1,1,1,0,0
Runeword,HC,,Mosaic,3,3,4,4,4,4,4,4,4,4,4
Runeword,HC,,Myth,5,6,6,6,6,6,6,7,5,5,5
Runeword,HC,,Nadir,4,4,4,5,4,4,4,3,3,3,3
Runeword,HC,,Oath,0,0,0,0,,0,0,1,1,1,1
Runeword,HC,,Obedience,1,1,1,1,1,1,1,1,1,1,2
Runeword,HC,,Obsession,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Passion,0,1,1,1,1,1,1,1,1,1,1
Runeword,HC,,Pattern,0,2,1,1,1,1,1,1,0,0,0
Runeword,HC,,Peace,11,12,10,10,10,10,11,12,12,12,12
Runeword,HC,,Phoenix,12,17,18,18,18,18,19,19,18,18,18
Runeword,HC,,Plague,3,5,8,7,7,7,7,7,7,7,7
Runeword,HC,,Pride,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Principle,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Prudence,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Radiance,0,0,0,0,,0,0,1,1,1,1
Runeword,HC,,Rain,13,13,14,14,14,14,15,15,16,16,15
Runeword,HC,,Rhyme,40,40,41,45,48,49,47,51,49,49,53
Runeword,HC,,Rift,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Sanctuary,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Silence,8,8,8,8,8,8,8,8,8,8,8
Runeword,HC,,Smoke,31,30,33,35,36,36,35,34,35,35,35
Runeword,HC,,Spirit,318,337,349,361,361,361,367,374,385,385,383
Runeword,HC,,Splendor,1,2,2,2,2,2,2,2,2,2,2
Runeword,HC,,Stealth,97,98,114,108,107,107,104,108,108,108,110
Runeword,HC,,Steel,5,6,7,7,8,8,8,12,11,11,11
Runeword,HC,,Stone,0,0,0,0,,0,0,1,0,0,0
Runeword,HC,,Strength,3,3,4,4,4,4,4,5,5,5,5
Runeword,HC,,Temper,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Treachery,13,14,17,16,16,16,17,17,16,16,16
Runeword,HC,,Unbending Will,0,0,0,1,1,1,1,1,1,1,1
Runeword,HC,,Venom,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Voice of Reason,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Wealth,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,White,8,7,8,8,8,8,8,8,8,8,8
Runeword,HC,,Wind,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Wisdom,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Wrath,0,0,0,0,,0,0,0,0,0,0
Runeword,HC,,Zephyr,3,3,4,4,4,4,4,4,4,4,4
Runeword,HC,,Call to Arms,38,44,44,44,45,46,46,45,47,47,48
Unique,HC,,Herald of Zakarum,9,12,12,13,13,13,12,12,12,12,12
Unique,HC,,Blade of Ali Baba,14,10,12,14,14,14,14,16,16,16,17
Unique,HC,,Moonfire,8,6,6,7,7,7,7,8,8,8,8
Unique,HC,,Hailstorm,3,5,5,5,5,5,5,6,6,6,6
Unique,HC,,Frostbite,2,3,4,3,3,3,3,3,3,3,3
Unique,HC,,Khalim's Flail,1,1,1,1,1,1,1,1,1,1,1
Runeword,HC,,2693,1,1,1,1,1,1,1,2,2,2,2
Unique,HC,,Dragonbreath,4,6,11,9,7,7,6,7,8,8,9
